-93,-91,-89,1,0,0,0,0,0,0,0,0,0
-91,-92,-89,1,0,0,0,0,0,0,0,0,0
-91,-92,-90,1,0,0,0,0,0,0,0,0,0
-94,-89,-90,1,0,0,0,0,0,0,0,0,0
-90,-89,-91,1,0,0,0,0,0,0,0,0,0
-93,-87,-93,1,0,0,0,0,0,0,0,0,0
-89,-88,-93,1,0,0,0,0,0,0,0,0,0
-91,-89,-89,1,0,0,0,0,0,0,0,0,0
-91,-90,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-89,1,0,0,0,0,0,0,0,0,0
-89,-88,-94,1,0,0,0,0,0,0,0,0,0
-93,-90,-89,1,0,0,0,0,0,0,0,0,0
-93,-89,-94,1,0,0,0,0,0,0,0,0,0
-89,-85,-90,1,0,0,0,0,0,0,0,0,0
-94,-91,-92,1,0,0,0,0,0,0,0,0,0
-91,-89,-94,1,0,0,0,0,0,0,0,0,0
-92,-88,-88,1,0,0,0,0,0,0,0,0,0
-91,-91,-90,1,0,0,0,0,0,0,0,0,0
-90,-91,-92,1,0,0,0,0,0,0,0,0,0
-92,-89,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-93,1,0,0,0,0,0,0,0,0,0
-89,-85,-91,1,0,0,0,0,0,0,0,0,0
-91,-87,-90,1,0,0,0,0,0,0,0,0,0
-93,-92,-94,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-95,1,0,0,0,0,0,0,0,0,0
-90,-85,-93,1,0,0,0,0,0,0,0,0,0
-90,-92,-92,1,0,0,0,0,0,0,0,0,0
-92,-92,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-94,1,0,0,0,0,0,0,0,0,0
-90,-86,-88,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-92,1,0,0,0,0,0,0,0,0,0
-89,-88,-93,1,0,0,0,0,0,0,0,0,0
-91,-88,-89,1,0,0,0,0,0,0,0,0,0
-92,-91,-91,1,0,0,0,0,0,0,0,0,0
-93,-90,-94,1,0,0,0,0,0,0,0,0,0
-93,-90,-92,1,0,0,0,0,0,0,0,0,0
-90,-89,-92,1,0,0,0,0,0,0,0,0,0
-94,-93,-89,1,0,0,0,0,0,0,0,0,0
-90,-95,-92,1,0,0,0,0,0,0,0,0,0
-91,-86,-88,1,0,0,0,0,0,0,0,0,0
-93,-89,-91,1,0,0,0,0,0,0,0,0,0
-91,-92,-95,1,0,0,0,0,0,0,0,0,0
-90,-95,-91,1,0,0,0,0,0,0,0,0,0
-90,-89,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-91,-89,1,0,0,0,0,0,0,0,0,0
-89,-85,-90,1,0,0,0,0,0,0,0,0,0
-89,-86,-89,1,0,0,0,0,0,0,0,0,0
-91,-88,-90,1,0,0,0,0,0,0,0,0,0
-90,-94,-89,1,0,0,0,0,0,0,0,0,0
-91,-92,-94,1,0,0,0,0,0,0,0,0,0
-90,-89,-91,1,0,0,0,0,0,0,0,0,0
-91,-93,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-88,1,0,0,0,0,0,0,0,0,0
-91,-89,-95,1,0,0,0,0,0,0,0,0,0
-89,-86,-89,1,0,0,0,0,0,0,0,0,0
-91,-87,-91,1,0,0,0,0,0,0,0,0,0
-88,-86,-90,1,0,0,0,0,0,0,0,0,0
-91,-89,-89,1,0,0,0,0,0,0,0,0,0
-90,-90,-89,1,0,0,0,0,0,0,0,0,0
-89,-88,-95,1,0,0,0,0,0,0,0,0,0
-88,-87,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-94,-89,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-91,1,0,0,0,0,0,0,0,0,0
-93,-91,-91,1,0,0,0,0,0,0,0,0,0
-94,-92,-92,1,0,0,0,0,0,0,0,0,0
-88,-87,-95,1,0,0,0,0,0,0,0,0,0
-90,-91,-95,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-91,-90,-91,1,0,0,0,0,0,0,0,0,0
-88,-89,-91,1,0,0,0,0,0,0,0,0,0
-90,-91,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-95,1,0,0,0,0,0,0,0,0,0
-90,-89,-90,1,0,0,0,0,0,0,0,0,0
-88,-91,-94,1,0,0,0,0,0,0,0,0,0
-91,-88,-94,1,0,0,0,0,0,0,0,0,0
-91,-95,-91,1,0,0,0,0,0,0,0,0,0
-94,-90,-93,1,0,0,0,0,0,0,0,0,0
-89,-89,-89,1,0,0,0,0,0,0,0,0,0
-90,-89,-92,1,0,0,0,0,0,0,0,0,0
-91,-89,-92,1,0,0,0,0,0,0,0,0,0
-90,-92,-92,1,0,0,0,0,0,0,0,0,0
-90,-92,-95,1,0,0,0,0,0,0,0,0,0
-94,-94,-90,1,0,0,0,0,0,0,0,0,0
-94,-92,-87,1,0,0,0,0,0,0,0,0,0
-89,-85,-92,1,0,0,0,0,0,0,0,0,0
-91,-85,-95,1,0,0,0,0,0,0,0,0,0
-88,-88,-88,1,0,0,0,0,0,0,0,0,0
-88,-85,-90,1,0,0,0,0,0,0,0,0,0
-88,-88,-92,1,0,0,0,0,0,0,0,0,0
-91,-88,-91,1,0,0,0,0,0,0,0,0,0
-94,-88,-90,1,0,0,0,0,0,0,0,0,0
-94,-95,-95,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-92,-87,-91,1,0,0,0,0,0,0,0,0,0
-88,-86,-94,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-93,-93,-91,1,0,0,0,0,0,0,0,0,0
-93,-92,-92,1,0,0,0,0,0,0,0,0,0
-93,-89,-89,1,0,0,0,0,0,0,0,0,0
-91,-94,-90,1,0,0,0,0,0,0,0,0,0
-89,-91,-90,1,0,0,0,0,0,0,0,0,0
-91,-88,-93,1,0,0,0,0,0,0,0,0,0
-92,-95,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-89,1,0,0,0,0,0,0,0,0,0
-89,-86,-94,1,0,0,0,0,0,0,0,0,0
-90,-89,-92,1,0,0,0,0,0,0,0,0,0
-90,-91,-93,1,0,0,0,0,0,0,0,0,0
-92,-89,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-93,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-93,-94,-95,1,0,0,0,0,0,0,0,0,0
-90,-92,-92,1,0,0,0,0,0,0,0,0,0
-90,-89,-92,1,0,0,0,0,0,0,0,0,0
-89,-85,-91,1,0,0,0,0,0,0,0,0,0
-89,-87,-94,1,0,0,0,0,0,0,0,0,0
-88,-85,-87,1,0,0,0,0,0,0,0,0,0
-90,-90,-93,1,0,0,0,0,0,0,0,0,0
-90,-92,-87,1,0,0,0,0,0,0,0,0,0
-89,-86,-89,1,0,0,0,0,0,0,0,0,0
-94,-93,-91,1,0,0,0,0,0,0,0,0,0
-89,-91,-95,1,0,0,0,0,0,0,0,0,0
-88,-88,-93,1,0,0,0,0,0,0,0,0,0
-91,-86,-94,1,0,0,0,0,0,0,0,0,0
-91,-89,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-91,-88,-87,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-95,-93,1,0,0,0,0,0,0,0,0,0
-94,-89,-90,1,0,0,0,0,0,0,0,0,0
-90,-94,-89,1,0,0,0,0,0,0,0,0,0
-88,-89,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-94,-92,-90,1,0,0,0,0,0,0,0,0,0
-89,-85,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-89,1,0,0,0,0,0,0,0,0,0
-92,-89,-91,1,0,0,0,0,0,0,0,0,0
-92,-89,-91,1,0,0,0,0,0,0,0,0,0
-93,-90,-92,1,0,0,0,0,0,0,0,0,0
-91,-92,-89,1,0,0,0,0,0,0,0,0,0
-89,-88,-90,1,0,0,0,0,0,0,0,0,0
-93,-88,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-88,-91,-95,1,0,0,0,0,0,0,0,0,0
-92,-87,-91,1,0,0,0,0,0,0,0,0,0
-91,-88,-90,1,0,0,0,0,0,0,0,0,0
-91,-95,-92,1,0,0,0,0,0,0,0,0,0
-89,-91,-92,1,0,0,0,0,0,0,0,0,0
-94,-91,-89,1,0,0,0,0,0,0,0,0,0
-91,-95,-95,1,0,0,0,0,0,0,0,0,0
-89,-88,-90,1,0,0,0,0,0,0,0,0,0
-89,-85,-88,1,0,0,0,0,0,0,0,0,0
-90,-94,-95,1,0,0,0,0,0,0,0,0,0
-91,-93,-89,1,0,0,0,0,0,0,0,0,0
-94,-89,-92,1,0,0,0,0,0,0,0,0,0
-89,-87,-94,1,0,0,0,0,0,0,0,0,0
-90,-87,-89,1,0,0,0,0,0,0,0,0,0
-90,-85,-92,1,0,0,0,0,0,0,0,0,0
-89,-85,-91,1,0,0,0,0,0,0,0,0,0
-92,-86,-95,1,0,0,0,0,0,0,0,0,0
-94,-89,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-92,1,0,0,0,0,0,0,0,0,0
-88,-85,-92,1,0,0,0,0,0,0,0,0,0
-90,-87,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-89,1,0,0,0,0,0,0,0,0,0
-94,-94,-92,1,0,0,0,0,0,0,0,0,0
-89,-91,-94,1,0,0,0,0,0,0,0,0,0
-92,-95,-92,1,0,0,0,0,0,0,0,0,0
-91,-93,-92,1,0,0,0,0,0,0,0,0,0
-89,-88,-93,1,0,0,0,0,0,0,0,0,0
-89,-85,-91,1,0,0,0,0,0,0,0,0,0
-90,-93,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-91,-93,-90,1,0,0,0,0,0,0,0,0,0
-91,-95,-91,1,0,0,0,0,0,0,0,0,0
-91,-87,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-89,1,0,0,0,0,0,0,0,0,0
-88,-88,-92,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-88,-87,-91,1,0,0,0,0,0,0,0,0,0
-91,-90,-91,1,0,0,0,0,0,0,0,0,0
-94,-95,-92,1,0,0,0,0,0,0,0,0,0
-89,-85,-90,1,0,0,0,0,0,0,0,0,0
-91,-88,-93,1,0,0,0,0,0,0,0,0,0
-90,-92,-91,1,0,0,0,0,0,0,0,0,0
-88,-85,-94,1,0,0,0,0,0,0,0,0,0
-94,-89,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-91,1,0,0,0,0,0,0,0,0,0
-90,-89,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-92,1,0,0,0,0,0,0,0,0,0
-88,-93,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-90,1,0,0,0,0,0,0,0,0,0
-93,-89,-92,1,0,0,0,0,0,0,0,0,0
-90,-89,-91,1,0,0,0,0,0,0,0,0,0
-89,-87,-89,1,0,0,0,0,0,0,0,0,0
-94,-92,-89,1,0,0,0,0,0,0,0,0,0
-91,-88,-95,1,0,0,0,0,0,0,0,0,0
-91,-95,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-87,1,0,0,0,0,0,0,0,0,0
-93,-88,-93,1,0,0,0,0,0,0,0,0,0
-94,-89,-89,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-93,1,0,0,0,0,0,0,0,0,0
-93,-92,-89,1,0,0,0,0,0,0,0,0,0
-90,-92,-92,1,0,0,0,0,0,0,0,0,0
-94,-89,-93,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-90,-92,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-88,-87,-93,1,0,0,0,0,0,0,0,0,0
-92,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-95,-92,1,0,0,0,0,0,0,0,0,0
-89,-86,-87,1,0,0,0,0,0,0,0,0,0
-89,-87,-89,1,0,0,0,0,0,0,0,0,0
-91,-88,-93,1,0,0,0,0,0,0,0,0,0
-89,-87,-90,1,0,0,0,0,0,0,0,0,0
-88,-85,-94,1,0,0,0,0,0,0,0,0,0
-91,-90,-90,1,0,0,0,0,0,0,0,0,0
-93,-89,-95,1,0,0,0,0,0,0,0,0,0
-89,-88,-95,1,0,0,0,0,0,0,0,0,0
-94,-88,-92,1,0,0,0,0,0,0,0,0,0
-88,-85,-89,1,0,0,0,0,0,0,0,0,0
-88,-88,-92,1,0,0,0,0,0,0,0,0,0
-90,-86,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-87,1,0,0,0,0,0,0,0,0,0
-94,-89,-91,1,0,0,0,0,0,0,0,0,0
-93,-93,-92,1,0,0,0,0,0,0,0,0,0
-88,-88,-93,1,0,0,0,0,0,0,0,0,0
-89,-85,-94,1,0,0,0,0,0,0,0,0,0
-91,-93,-92,1,0,0,0,0,0,0,0,0,0
-89,-89,-92,1,0,0,0,0,0,0,0,0,0
-91,-93,-90,1,0,0,0,0,0,0,0,0,0
-90,-93,-94,1,0,0,0,0,0,0,0,0,0
-91,-88,-88,1,0,0,0,0,0,0,0,0,0
-89,-88,-89,1,0,0,0,0,0,0,0,0,0
-89,-87,-89,1,0,0,0,0,0,0,0,0,0
-90,-95,-95,1,0,0,0,0,0,0,0,0,0
-91,-92,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-92,1,0,0,0,0,0,0,0,0,0
-91,-95,-91,1,0,0,0,0,0,0,0,0,0
-88,-86,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-91,1,0,0,0,0,0,0,0,0,0
-91,-90,-90,1,0,0,0,0,0,0,0,0,0
-88,-88,-89,1,0,0,0,0,0,0,0,0,0
-91,-95,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-92,1,0,0,0,0,0,0,0,0,0
-90,-94,-90,1,0,0,0,0,0,0,0,0,0
-89,-85,-88,1,0,0,0,0,0,0,0,0,0
-89,-95,-90,1,0,0,0,0,0,0,0,0,0
-90,-87,-88,1,0,0,0,0,0,0,0,0,0
-93,-95,-88,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-88,-88,-88,1,0,0,0,0,0,0,0,0,0
-90,-89,-92,1,0,0,0,0,0,0,0,0,0
-89,-85,-95,1,0,0,0,0,0,0,0,0,0
-90,-90,-91,1,0,0,0,0,0,0,0,0,0
-93,-94,-91,1,0,0,0,0,0,0,0,0,0
-88,-86,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-91,-93,-95,1,0,0,0,0,0,0,0,0,0
-91,-89,-92,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-89,1,0,0,0,0,0,0,0,0,0
-91,-91,-91,1,0,0,0,0,0,0,0,0,0
-88,-91,-92,1,0,0,0,0,0,0,0,0,0
-90,-90,-95,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-91,1,0,0,0,0,0,0,0,0,0
-89,-86,-94,1,0,0,0,0,0,0,0,0,0
-89,-90,-91,1,0,0,0,0,0,0,0,0,0
-94,-85,-87,1,0,0,0,0,0,0,0,0,0
-91,-86,-90,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-90,1,0,0,0,0,0,0,0,0,0
-89,-86,-93,1,0,0,0,0,0,0,0,0,0
-89,-89,-92,1,0,0,0,0,0,0,0,0,0
-91,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-86,-90,1,0,0,0,0,0,0,0,0,0
-90,-87,-92,1,0,0,0,0,0,0,0,0,0
-89,-85,-95,1,0,0,0,0,0,0,0,0,0
-92,-88,-90,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-94,-92,-89,1,0,0,0,0,0,0,0,0,0
-91,-92,-95,1,0,0,0,0,0,0,0,0,0
-89,-86,-92,1,0,0,0,0,0,0,0,0,0
-93,-95,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-92,1,0,0,0,0,0,0,0,0,0
-91,-91,-92,1,0,0,0,0,0,0,0,0,0
-89,-88,-94,1,0,0,0,0,0,0,0,0,0
-88,-91,-90,1,0,0,0,0,0,0,0,0,0
-89,-86,-90,1,0,0,0,0,0,0,0,0,0
-91,-94,-90,1,0,0,0,0,0,0,0,0,0
-90,-89,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-87,1,0,0,0,0,0,0,0,0,0
-92,-94,-90,1,0,0,0,0,0,0,0,0,0
-94,-88,-92,1,0,0,0,0,0,0,0,0,0
-92,-88,-88,1,0,0,0,0,0,0,0,0,0
-91,-86,-94,1,0,0,0,0,0,0,0,0,0
-88,-88,-89,1,0,0,0,0,0,0,0,0,0
-91,-90,-92,1,0,0,0,0,0,0,0,0,0
-89,-91,-93,1,0,0,0,0,0,0,0,0,0
-89,-85,-92,1,0,0,0,0,0,0,0,0,0
-92,-87,-95,1,0,0,0,0,0,0,0,0,0
-88,-86,-91,1,0,0,0,0,0,0,0,0,0
-90,-89,-93,1,0,0,0,0,0,0,0,0,0
-90,-89,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-93,1,0,0,0,0,0,0,0,0,0
-94,-90,-92,1,0,0,0,0,0,0,0,0,0
-92,-89,-89,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-89,1,0,0,0,0,0,0,0,0,0
-94,-92,-92,1,0,0,0,0,0,0,0,0,0
-93,-89,-89,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-88,1,0,0,0,0,0,0,0,0,0
-90,-88,-90,1,0,0,0,0,0,0,0,0,0
-90,-87,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-89,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-91,-87,-91,1,0,0,0,0,0,0,0,0,0
-93,-88,-90,1,0,0,0,0,0,0,0,0,0
-91,-95,-93,1,0,0,0,0,0,0,0,0,0
-91,-92,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-92,1,0,0,0,0,0,0,0,0,0
-90,-89,-89,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-89,-86,-94,1,0,0,0,0,0,0,0,0,0
-91,-86,-94,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-88,-85,-94,1,0,0,0,0,0,0,0,0,0
-91,-88,-93,1,0,0,0,0,0,0,0,0,0
-94,-92,-95,1,0,0,0,0,0,0,0,0,0
-91,-89,-91,1,0,0,0,0,0,0,0,0,0
-88,-90,-93,1,0,0,0,0,0,0,0,0,0
-90,-91,-92,1,0,0,0,0,0,0,0,0,0
-92,-93,-91,1,0,0,0,0,0,0,0,0,0
-92,-94,-89,1,0,0,0,0,0,0,0,0,0
-90,-91,-91,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-92,1,0,0,0,0,0,0,0,0,0
-91,-89,-89,1,0,0,0,0,0,0,0,0,0
-89,-90,-95,1,0,0,0,0,0,0,0,0,0
-91,-89,-89,1,0,0,0,0,0,0,0,0,0
-91,-91,-91,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-91,-88,-91,1,0,0,0,0,0,0,0,0,0
-93,-92,-89,1,0,0,0,0,0,0,0,0,0
-88,-87,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-94,1,0,0,0,0,0,0,0,0,0
-92,-95,-93,1,0,0,0,0,0,0,0,0,0
-90,-92,-89,1,0,0,0,0,0,0,0,0,0
-93,-89,-90,1,0,0,0,0,0,0,0,0,0
-92,-85,-94,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-95,1,0,0,0,0,0,0,0,0,0
-89,-87,-92,1,0,0,0,0,0,0,0,0,0
-88,-88,-88,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-88,-91,-93,1,0,0,0,0,0,0,0,0,0
-90,-93,-90,1,0,0,0,0,0,0,0,0,0
-90,-89,-92,1,0,0,0,0,0,0,0,0,0
-89,-85,-93,1,0,0,0,0,0,0,0,0,0
-93,-94,-91,1,0,0,0,0,0,0,0,0,0
-90,-94,-94,1,0,0,0,0,0,0,0,0,0
-92,-88,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-87,-91,1,0,0,0,0,0,0,0,0,0
-91,-95,-92,1,0,0,0,0,0,0,0,0,0
-89,-86,-93,1,0,0,0,0,0,0,0,0,0
-92,-92,-91,1,0,0,0,0,0,0,0,0,0
-93,-91,-88,1,0,0,0,0,0,0,0,0,0
-90,-93,-91,1,0,0,0,0,0,0,0,0,0
-88,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-93,-92,-92,1,0,0,0,0,0,0,0,0,0
-89,-87,-92,1,0,0,0,0,0,0,0,0,0
-93,-89,-93,1,0,0,0,0,0,0,0,0,0
-91,-88,-91,1,0,0,0,0,0,0,0,0,0
-93,-89,-87,1,0,0,0,0,0,0,0,0,0
-90,-88,-93,1,0,0,0,0,0,0,0,0,0
-90,-89,-94,1,0,0,0,0,0,0,0,0,0
-89,-87,-92,1,0,0,0,0,0,0,0,0,0
-88,-88,-88,1,0,0,0,0,0,0,0,0,0
-92,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-94,1,0,0,0,0,0,0,0,0,0
-93,-92,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-91,-92,1,0,0,0,0,0,0,0,0,0
-91,-88,-94,1,0,0,0,0,0,0,0,0,0
-91,-89,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-92,1,0,0,0,0,0,0,0,0,0
-88,-86,-90,1,0,0,0,0,0,0,0,0,0
-91,-85,-92,1,0,0,0,0,0,0,0,0,0
-90,-88,-89,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-90,-89,-93,1,0,0,0,0,0,0,0,0,0
-89,-91,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-95,-91,1,0,0,0,0,0,0,0,0,0
-89,-89,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-89,1,0,0,0,0,0,0,0,0,0
-89,-92,-87,1,0,0,0,0,0,0,0,0,0
-89,-91,-88,1,0,0,0,0,0,0,0,0,0
-94,-89,-90,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-94,-89,-90,1,0,0,0,0,0,0,0,0,0
-90,-89,-92,1,0,0,0,0,0,0,0,0,0
-91,-93,-92,1,0,0,0,0,0,0,0,0,0
-89,-87,-90,1,0,0,0,0,0,0,0,0,0
-90,-87,-93,1,0,0,0,0,0,0,0,0,0
-91,-88,-95,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-91,1,0,0,0,0,0,0,0,0,0
-91,-90,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-92,1,0,0,0,0,0,0,0,0,0
-90,-92,-87,1,0,0,0,0,0,0,0,0,0
-89,-86,-93,1,0,0,0,0,0,0,0,0,0
-89,-88,-94,1,0,0,0,0,0,0,0,0,0
-89,-85,-93,1,0,0,0,0,0,0,0,0,0
-89,-86,-93,1,0,0,0,0,0,0,0,0,0
-89,-91,-90,1,0,0,0,0,0,0,0,0,0
-90,-92,-91,1,0,0,0,0,0,0,0,0,0
-90,-94,-89,1,0,0,0,0,0,0,0,0,0
-93,-95,-93,1,0,0,0,0,0,0,0,0,0
-89,-88,-95,1,0,0,0,0,0,0,0,0,0
-89,-86,-92,1,0,0,0,0,0,0,0,0,0
-93,-89,-91,1,0,0,0,0,0,0,0,0,0
-89,-85,-88,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-89,-92,-94,1,0,0,0,0,0,0,0,0,0
-88,-88,-95,1,0,0,0,0,0,0,0,0,0
-94,-92,-91,1,0,0,0,0,0,0,0,0,0
-89,-87,-92,1,0,0,0,0,0,0,0,0,0
-89,-86,-91,1,0,0,0,0,0,0,0,0,0
-90,-88,-91,1,0,0,0,0,0,0,0,0,0
-93,-86,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-87,1,0,0,0,0,0,0,0,0,0
-89,-85,-94,1,0,0,0,0,0,0,0,0,0
-91,-94,-91,1,0,0,0,0,0,0,0,0,0
-91,-89,-88,1,0,0,0,0,0,0,0,0,0
-89,-91,-92,1,0,0,0,0,0,0,0,0,0
-90,-91,-93,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-89,1,0,0,0,0,0,0,0,0,0
-91,-87,-92,1,0,0,0,0,0,0,0,0,0
-88,-85,-95,1,0,0,0,0,0,0,0,0,0
-91,-88,-94,1,0,0,0,0,0,0,0,0,0
-90,-89,-89,1,0,0,0,0,0,0,0,0,0
-89,-85,-89,1,0,0,0,0,0,0,0,0,0
-91,-89,-89,1,0,0,0,0,0,0,0,0,0
-90,-87,-91,1,0,0,0,0,0,0,0,0,0
-89,-91,-88,1,0,0,0,0,0,0,0,0,0
-89,-88,-87,1,0,0,0,0,0,0,0,0,0
-92,-93,-92,1,0,0,0,0,0,0,0,0,0
-91,-85,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-92,1,0,0,0,0,0,0,0,0,0
-90,-95,-94,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-90,-92,-93,1,0,0,0,0,0,0,0,0,0
-90,-95,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-90,1,0,0,0,0,0,0,0,0,0
-90,-89,-87,1,0,0,0,0,0,0,0,0,0
-88,-85,-87,1,0,0,0,0,0,0,0,0,0
-89,-88,-95,1,0,0,0,0,0,0,0,0,0
-88,-88,-87,1,0,0,0,0,0,0,0,0,0
-92,-91,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-91,1,0,0,0,0,0,0,0,0,0
-89,-88,-89,1,0,0,0,0,0,0,0,0,0
-88,-88,-89,1,0,0,0,0,0,0,0,0,0
-89,-87,-91,1,0,0,0,0,0,0,0,0,0
-89,-90,-93,1,0,0,0,0,0,0,0,0,0
